Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,100344,100623,2022-11-06 20:25:00 CST,2022-11-06,20:25:00,Native Video,"7,606",6581,452,191,48,2,13,1,32,286,owned,Yes,495648,498207,0,00:02:09,https://www.facebook.com/100044626770324/posts/670301171134103,請大家給我兩分鐘，看看桃園為什麼不能走回頭路。 什麼是走回頭路？四年前的高雄，就是走回頭路。 四年前，韓國瑜先生抹黑高雄，說高雄坑坑洞洞、又老又窮，當時善良的高雄人，給韓國瑜、中國國民黨一次機會，結果高雄市變成吊車尾，輕軌和市政停擺，文化活動直接不舉行，高雄白白虛度兩年的時光。 現在，張善政先生正在用一樣的選舉方式抹黑桃園，他正是兩年前韓國瑜先生的選舉搭檔，他只會唱衰桃園，還將鄭文燦市長八年來的政績視而不見。 選對人、投對人，自己做自己的靠山，請大家堅定支持，讓會做事的鄭運鵬，繼續承接鄭文燦的優質政績，桃園在進步，不走回頭路，請大家就像八年前當鄭文燦的靠山，這次當鄭運鵬的靠山，讓運鵬做市民朋友的靠山，在11月26日選擇3號鄭運鵬！ #桃園正進步 #不走回頭路 #票投鄭運鵬 #市民的靠山,https://www.facebook.com/nicepongpong/videos/2922794588016904/,,,桃園就看這2分鐘,,,,,"7,606",18.78
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,95962,96286,2022-10-15 18:19:54 CST,2022-10-15,18:19:54,Photo,"7,603",6988,308,54,51,1,5,1,6,189,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/653259352838285,南桃園競選總部暨客家後援會正式成立了！感謝蔡英文 Tsai Ing-wen總統、鄭文燦 市長到場相挺，雖然飄著雨、現場仍有超過萬名 #好鵬友 熱情參與。感謝小英總統的肯定，「好的幹事長，保證好市長」，我有信心，延續優良施政。 票投鄭運鵬，進步不回頭！過去8年，我和鄭文燦市長一起突破瓶頸，帶領桃園大步向前，我們讓機場捷運通車，捷運綠線也正在興建；我們爭取鐵路地下化經費，現在也順利動工，未來，桃園區、中壢區、平鎮區以後沒有高架橋，沒有平交道、地下道，還會打通前後站，鐵路地下化將會縫合整個大桃園大中壢。 小英總統和文燦市長上任後，我在立法院擔任黨團幹事長，加入交通委員會，溝通法案及預算經費，才因此減少桃園鐵路地下化近600億的經費，才徹底解決問題，讓延宕許久鐵路地下化動工。 前幾天，國民黨候選人張善政要成立婦幼局，但市府局處已滿額，我請教他要整併哪一個局處，或減少一個單位？結果張善政竟然說「你站到一邊去」，完全不願意討論，未來還會聽市民朋友的困難與問題嗎？ 做一個好市長，要從市民角度去思考。張善政過去在中央擔任高官，在桃園推動機場捷運、鐵路地下化等關鍵建設時，他擁有至高的權力，卻高高在上，從來沒有替桃園著想。 我想，桃園下一任市長要跟鄭文燦市長一樣，懂得傾聽市民的聲音，願意跟每一位桃園市民站在一起，這才是好市長。 選戰倒數42天，我有信心，可以延續鄭文燦市長的好成績；好的幹事長，保證好市長！我會讓桃園繼續光榮，運轉桃園大進化！ #運轉桃園大進化 #票投鄭運鵬 #進步不回頭,https://www.facebook.com/photo.php?fbid=653257699505117&set=a.254782076019350&type=3,,,Photos from 鄭運鵬 Cheng Yun-Peng's post,,,,,"7,603",2.31
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,103400,103693,2022-11-25 22:59:19 CST,2022-11-25,22:59:19,Photo,"7,600",6418,263,73,116,0,7,6,7,710,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/685315746299312,投入選舉106天，在最後的選前之夜，看到滿滿的好鵬友，心中只有說不盡的感謝。 謝謝這幾天來，在大街小巷、各個活動會場，無畏風雨走出來，為運鵬加油的市民好鵬友們！也謝謝蔡英文 Tsai Ing-wen總統、陳建仁 Chen Chien-Jen前副總統、蘇貞昌院長、鄭文燦市長，大家陪著我，一起向前進！ 文燦市長今天交給我的是一頂工程帽，我學土木工程的，本來就會戴工程帽，但我知道這頂工程帽雖然不重，但是責任很重。責任更重、建設更多，照顧更細。我要跟大家應徵市長這項工作，市長是桃園的工頭，每天都要拚，讓桃園進步不能停。 106天來，我們跑了超過1000個行程，走過桃園各個角落，我知道桃園人真的很期待，城市的進步要繼續，文燦市長一天當三天用，我會三步併一步跑，請大家把責任交給我，不管什麼困難，有我在，大家放心！ 選舉勝負的關鍵，就在我們每一個人身上，拜託市民朋友像八年前，大家站出來投給鄭文燦，當鄭文燦的靠山，明天，請大家當運鵬的靠山，有大家出來投票，我才能戴上鋼鐵市長的工程帽，做桃園市民的靠山。 在我擔任立法委員的這段日子裡，為桃園爭取多項大小建設，無數的國會質詢、無數的法案協商、無數的選民服務、還有無數的市政會勘，我都非常珍惜。因為我知道投給我的每一票，都代表著一個市民朋友的期許。每次只要聽到市民朋友說「鄭大哥，謝謝你啊！」或是「阿鵬，辛苦了！事情解決了！」就是我最開心的事。 就像這106天以來，我踏遍桃園所有的角落、握了無數個溫暖雙手、收到無數個熱情祝福。我最常聽到的就是市民朋友跟我說，「要好好保重身體」、「運鵬辛苦了」、「怎麼瘦這麼多」、「加油，為我們守護桃園」、「我們一定會贏！」市民朋友的肯定，就是我往前的動力；市民朋友的託付，我一定會全力達成。 建設要更大，照顧要更細，我有信心，絕對可以做到。 桃園這8年的進步，我都是親自參與、親身體會。我知道市政建設的艱辛；我也知道市民朋友遇到困難時，需要政府幫忙的感受。所以我當下一任的桃園市長，就要更努力，更勤快，做所有市民的靠山。我常說，三步併作一步衝，我要讓桃園跑得更快、跳得更遠、飛得更高。 明天，大家投下的每一張票，都是關鍵的一票，做運鵬的靠山，大家就是桃園的護國群山！請大家明天一定要勇敢站出來，用自己的選票，當運鵬的靠山。請大家給我機會、讓我承擔，未來，讓我當桃園的靠山！ 鄭運鵬準備好了！ 就是明天，請大家挺身而出，風雨無阻都出來投票，去投票，就會贏！ #去投票就會贏 #為桃園挺3而出 #票投3鄭運鵬 #桃園進步不回頭,https://www.facebook.com/photo.php?fbid=685315066299380&set=a.254782076019350&type=3,,۸ 3 鄭運鵬 鄭 運 朋鵬 去投票就會贏！ 就會贏！ 去投票 謝謝桃園!明天我們一起贏！ 謝謝桃園！ 明天我們一起贏！ SUTH 清素ト 嗨慕 tVuR,,,,,,"7,600",2.31
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,101289,101578,2022-11-14 17:18:33 CST,2022-11-14,17:18:33,Photo,"7,596",6270,606,102,38,2,78,4,20,476,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/676156380548582,準備好了！桃園要做串連護國群山的領頭羊！ 今天和苗栗縣徐定禎 縣長候選人、新竹市沈慧虹市長候選人、新竹縣周江杰 縣長候選人，一同召開「護國群山顧台灣，桃竹竹苗拚未來」記者會，桃竹竹苗未來的發展藍圖，我們都準備好了！未來，桃園要做串連護國群山的領頭羊，與中央密切合作，帶領竹竹苗一起大步前進！ 這幾年，世界各國愈來愈重視台灣的半導體產業，半導體產品更具有科技、國安的重要意義，而讓台灣科技產業再升級，走向世界的關鍵，就是再過12天的選舉，如果讓立場親中的國民黨當選，這個不穩定的訊息，將讓民主世界對台灣有所疑慮，台灣引以為傲的高科技業，可能受到傷害，甚至停滯發展。 最近，桃園的鄉親一定知道這個好消息，龍科三期正式啟動，台積電最先進製程要來龍潭了，讓桃園成為台灣產業的靠山，世界需要台灣，更需要桃園！ 半導體上下游都在桃園，扮演高科技產業的重要角色，接下來，我們將推出「桃竹竹苗半導體政策平台」，協助產業所需的水、電、用地及人才，桃竹竹苗也會相互支援，互相合作，成為半導體產業的靠山。 未來，除了高科技產業，我們還要整合雙語教育、社會住宅、交通等政策，將桃竹竹苗的生活機能再提升，上週，我與北北基共同推出「首都通交通月票1200元」的政策，希望讓通勤族更方面！接下來，我們也會進一步爭取擴大服務範圍至竹竹苗，讓桃竹竹苗一起加速前進，成為台灣的引擎！ #護國群山領頭羊 #票投鄭運鵬 #進步不回頭 #世界需要桃園,https://www.facebook.com/photo.php?fbid=676156350548585&set=a.254782076019350&type=3,,,,,,,,"7,596",2.31
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,97342,97649,2022-10-17 13:04:13 CST,2022-10-17,13:04:13,Native Video,"7,531",6500,411,287,168,1,8,2,7,147,owned,Yes,2417193,2424675,0,00:04:47,https://www.facebook.com/100044626770324/posts/654651772699043,超級好鵬友，桃園交給我。 越南籍的黃女士，因台灣籍丈夫過世，自己無法申請居留證，沒辦法合法留在台灣照顧台灣籍的孩子。 龜山區的陳先生，從事農作，居住三不管地帶，隨著城市的開發，20年來苦無乾淨水源，申請自來水設施屢屢碰壁。 輔導身障者的劉女士，創立亮羽洗衣店，希望提供一個學習服務的空間，讓身障者們都可以找到一個安身立業的家，然而申請成為庇護工場的過程，卻是困難重重。 歷經專案申請處理、幾次會議排解困難、度過繁複行政流程等，在我的協助之下，黃女士順利以專案獲得合法居留權，和孩子一起在桃園生活；陳先生居住的區域也成功牽自來管線；劉女士與身障朋友們的洗衣店，也度過經營難關，成為他們的小天地。 對我來說，每一位住在桃園市的市民朋友，都是想要安心生活、快樂生活，即使他們不一定是市民、不一定是國民，只要我辦得到，再多時間我也願意協助處理。 這次，我也特地拜訪我的超級好鵬友們，看見大家過得很好，我也感受到，大家在桃園生活的美好。 謝謝咱的超級好鵬友， 照顧桃園，就交給我。 #運轉桃園大進化 #好朋友 #桃園交給我,https://www.facebook.com/nicepongpong/videos/565528742010643/,,,超級好鵬友，桃園交給我,,,,,"7,531",18.6
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,103400,103693,2022-11-25 10:23:23 CST,2022-11-25,10:23:23,Live Video Complete,"7,423",2946,3769,150,267,0,11,4,19,257,crosspost,Yes,14750,15911,24029,02:24:56,https://www.facebook.com/100044626770324/posts/542683590620634,最後一天了，讓我們繼續衝刺，邁向勝利！ 我跟 鄭文燦 市長現在在 #中壢、#平鎮 車掃，各位看到我們的好鵬友，歡迎跟我們揮揮手、加油打氣～ 其他不能到現場的鵬友們，我們老地方直播見。最後一哩路，讓我們團結一心，一起把桃園隊的熱情分享出去！ 11/26出門投票，去投票，就會贏！ ⏰11/25（五）上午 10:00 📍鄭運鵬南桃園競選總部 出發 鄭運鵬南桃園競選總部➡️中華路二段➡️左轉忠孝路➡️右轉成章一街➡️右轉成功路➡️右轉中華路一段➡️左轉興仁路一段➡️榮民路➡️環中東路➡️右轉新中北路➡️左轉新中北路34巷➡️右轉中北路➡️右轉中原陸橋➡️中山東路一段➡️中山路➡️右轉中正路➡️右轉環西路二段➡️環北路➡️右轉新生路➡️大同路➡️右轉中豐路➡️中豐北路➡️右轉元化路二段➡️元化路➡️右轉中正路➡️民族路➡️左轉廣明路➡️右轉義民路➡️延平路二段➡️右轉環南路➡️右轉民族路➡️右轉忠孝路➡️右轉育達路➡️育達路二段➡️左轉文化街➡️左行復旦路➡️振興西路➡️左轉新榮路➡️右轉延平路一段➡️右轉中豐路➡️右轉環南路二段➡️右轉延平路二段➡️延平路一段➡️延平路➡️右迴轉中華路二段➡️鄭運鵬南桃園競選總部 #1126回家投票 #票投鄭運鵬 #進步不回頭 #市民有靠3,https://www.facebook.com/nicepongpong/videos/542683590620634/,,,勇者出發！中壢平鎮車掃 ft. 鄭文燦｜桃園靠3鄭運鵬,,,,,"7,423",1.95
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,99638,99933,2022-11-03 19:52:11 CST,2022-11-03,19:52:11,Photo,"7,422",6111,743,100,32,7,122,5,43,259,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/668052491358971,鄭文燦、鄭運鵬一起爭取的台積電設廠龍潭，讓鄭運鵬繼續完成！ 蘇貞昌 院長今天到龍潭來正式宣佈啟動龍潭科學園區擴大第三期，我跟鄭文燦 市長在場見證，感觸良多。這段時間以來，我們一得知護國群山有意投資桃園，鄭文燦市長就在地方準備各項基礎建設，我則擔任中央部會和市政府的溝通橋樑，從園區、供水、用電，到很多交通道路開發，我們分進合擊，把籌備時間降到最低。 台灣半導體代表著不僅是經濟利益，也是國安戰略的一環。協助台積電保持領先、持續突破，其實是所有關心桃園的人，都應該做的事。如果從開始評估時，我的態度和張善政先生一樣保守官僚「還要好幾年」，那龍科三期就沒辦法在今天啟動。 這是心態問題，也是對桃園、對台灣有沒有足夠的責任感。每一件重大政策突破，我的態度是「關鍵就是這幾年」！我會跟團隊一起衝刺，讓投資者知道「這項工作是今年、那項工作是明年」！ 運鵬沒有超能力，但我一定用盡全力。沒路就開路、缺水就找水、缺電就接電，今天的龍科三期啟動就是最好的例子，未來讓運鵬來做市長，台積電落腳龍潭，就會如期如質、加速完成。 桃園這八年發展地非常迅速，早就是一座光榮城市。國內外的國際大廠也紛紛投資生產，我的對手說，他是唯一有能力把科技大廠引進桃園的參選人，暴露了他對桃園不了解的事實，事實是，桃園早就有很多國際大廠正在投資。 張善政先生習慣用貶低桃園的方式凸顯自己，但桃園人靠自己努力得來的光榮感，不會被這樣的選舉口水抹滅。桃園的進步不會回頭，請大家當運鵬的靠山，讓運鵬當市民的靠山。 #龍潭科學園區 #台積電 #護國神山 #市民的靠山,https://www.facebook.com/photo.php?fbid=668052421358978&set=a.254782076019350&type=3,,,,,,,,"7,422",2.26
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,85412,85834,2022-10-01 15:07:01 CST,2022-10-01,15:07:01,Photo,"7,415",6375,288,36,49,0,68,0,5,594,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/641291430701744,呀呼～大家好久不見！外面的世界好開闊！ 今天結束居家隔離，出關第一天就行程大滿檔，晚點再來跟大家好好報告我今天去了哪些地方。這篇只是想搶先跟各位分享我重獲自由的喜悅，也提醒大家今天晚上的兩場活動： #勇者號出任務 親子劇場，今天來到大園區大園夜市！ 🎈周邊遊樂攤位 17:00 開放 🤹開演時間 19:00 「天馬戲創作劇團」將帶來精采的馬戲團表演 現場還有免費棉花糖🍭 再來是行政院長蘇貞昌、鄭文燦市長來到龜山了！ 「中央地方做伙拚・民主台灣大步行」暨龜山區後援會成立 ⏰今天 18:00 📌龜山區公所旁天幕廣場盛大舉行 邀請你一起來聽重要政績成果！ 各位好鵬友，我們不見不散！ #運轉桃園大進化,https://www.facebook.com/photo.php?fbid=641300720700815&set=a.254782089352682&type=3,,,,,,,,"7,415",2.25
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,97975,98291,2022-10-27 07:30:00 CST,2022-10-27,07:30:00,Photo,"7,386",6363,337,65,44,0,3,1,8,565,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/661967581967462,對我來說，市場是一個充滿人情味的地方。 市場，擁有市民生活的日常記憶，不論是跟熟悉的攤販打招呼，還是遇到來採買的 #好鵬友，滿滿的人情味，每一次相遇，我都非常珍惜！ 參選至今這2個多月以來，我跑了將近1000場行程，每一次的地方走訪，都讓我有滿滿的收穫。最近走訪龍潭市場、內壢市場、大湳市場、同安黃昏市場、力行市場，謝謝每一位給我鼓勵、溫暖打氣的市民朋友。 當市民朋友遇到困難，我會全力來為大家服務、解決問題；而這座光榮城市，需要一個會做事的市長，延續鄭文燦市長8年的優良政績。 今天就是選戰倒數30天的日子，我會繼續衝刺，做大家的靠山，票投3號鄭運鵬，桃園進步不回頭！ #運轉桃園大進化 #票投鄭運鵬 #進步不回頭,https://www.facebook.com/photo.php?fbid=661962848634602&set=a.254782089352682&type=3,,,Photos from 鄭運鵬 Cheng Yun-Peng's post,,,,,"7,386",2.25
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,64546,65248,2022-09-16 21:48:40 CST,2022-09-16,21:48:40,Photo,"7,358",6615,193,47,37,2,4,0,5,455,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/629973891833498,歡迎賴清德副總統今天來到桃園，跟我、鄭文燦市長，還有桃園隊的其他夥伴，一同前往桃園楊梅區的三元宮參香，祈求國泰民安。 賴清德副總統說，他擔任行政院長時，就多次與鄭文燦市長合作，桃園現在的五星市政成果，他都大力參與其中，他也期盼我能夠延續桃園的好成績。 我向賴副總統報告，鄭運鵬一定會順利接棒，繼續推動桃園第一名市政，讓桃園的各項建設能夠持續穩定的完成。 前幾天我跟大家分享了我的觀光政策，提到桃園有非常多好吃、好玩，又可以學到新知識的觀光工廠。因此今天除了去三元宮參香，我還帶賴副總統去楊梅區郭元益，體驗手作鳳梨酥。 我在我做的鳳梨酥寫上「中發白」，象徵市長要中、桃園要發。我跟賴副總統報告，我對於桃園的未來有信心，相信有效率、會做事的團隊，絕對能夠繼續為市民服務，桃園發展將會更迅速。 感謝許多鄉親熱情到場支持，甚至有人握完手後，說回家不洗手了。但我要在這裡提醒大家，疫情期間還是要保持戴口罩、勤洗手的防疫習慣，所以一定還是要洗喔！🙏 黃世杰 立法委員湯蕙禎 林飛帆 鄭淑方-桃園市議員 蕭立妍 張肇良會做事 我是大家ㄟ阿順-許清順-最關心的是地方大小事 #運轉桃園大進化 #後發先至的做好鳳梨酥 #有效率會做事,https://www.facebook.com/photo.php?fbid=629966531834234&set=a.254782076019350&type=3,,,Photos from 鄭運鵬 Cheng Yun-Peng's post,,,,,"7,358",2.24
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,58450,59140,2022-09-03 10:54:00 CST,2022-09-03,10:54:00,Photo,"7,348",6654,431,74,61,6,25,1,3,93,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/620887422742145,#93軍人節快樂！今年軍人節適逢颱風天，國軍弟兄姊妹們辛苦了！ 823砲戰時，我父親在大金門擔任少尉；1996飛彈危機時，我在金門擔任81砲排班長，也是這張照片的由來。 台灣在國軍弟兄姊妹們的保護下渡過重重危機，不只軍事上的保護，我們平時也很仰賴國軍弟兄的救災、防疫任務。 這陣子中國動作不斷，多次出動軍艦、軍機、無人機，感謝駐守前線的弟兄姊妹守護台灣。 我們其他人的責任，就是把國家建設好，把國人照顧好。我們的家園，我們一起守護！ #軍人節快樂 #我的青春小鵬一去不復返,https://www.facebook.com/photo.php?fbid=620886589408895&set=a.254782076019350&type=3,,,,,,,,"7,348",2.23
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,101716,102002,2022-11-18 17:13:03 CST,2022-11-18,17:13:03,Photo,"7,285",6302,239,54,55,0,4,0,5,626,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/679511870213033,謝謝好戰友3Qi.tw 陳柏惟在臉書，寫下他眼中的我。 還記得，柏惟在2018年選舉結束後，來立法院第一件事，就是來608辦公室找我，後來，我們成為同事，這一路上，我時常提出建議，讓他的政見可以順利推動，後來，他遭到國民黨的惡意罷免，我也到台中幫他掃街，為我的好戰友加油。 從政這條道路上，勢必遭遇許多挑戰，認識我的人都知道，對很多議題跟政策，我有自己的堅持跟價值，如果責任來了，我也從不逃避。 我曾經跟柏惟說過，「身為政治人物，就該幫助需要幫忙、被委屈的一方，如果幫不了委屈的人，還做什麼政治、還談什麼理想？」，這是身為這一代的從政者，必須挑起的責任，堅持做對的事，留給我們的下一代更有價值的未來。 參選三個多月來，我握了無數的雙手，走遍桃園的大街小巷，聽見大家對桃園八年的進步感到光榮，也對我有相當高的期待，我會接下這一棒，做一個為市民朋友挺身而出的桃園勇者，成為大家安心的存在。 再過八天，和我們一起成為守護桃園的勇者，出來投下關鍵的一票，桃園不能走回頭路，選對人，會做事，我們讓桃園繼續光榮，進步不回頭！ #票投鄭運鵬 #進步不回頭 #1126出來投票 #桃園交給我,https://www.facebook.com/photo.php?fbid=679507416880145&set=a.254782076019350&type=3,,,,,,,,"7,285",2.21
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,55911,56600,2022-08-28 12:59:06 CST,2022-08-28,12:59:06,Photo,"7,199",6420,371,96,55,1,4,0,9,243,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/616652166499004,無論是參與議員還是市長選舉，參選人要考量的，不該是參選人個人有什麼樣的需要。對市民的照顧、對市政的發展的想法，這才是選舉的重點。 如何延續鄭文燦市長的施政成果，這是從我當立委時就在進行協助的事；如何為桃園的鄉親協調、爭取，規劃讓桃園再發展、再進化，是我一直在執行，並且未來接下鄭市長的下一棒後，會持續努力的事。 昨天晚上，我跟蔡英文 Tsai Ing-wen總統、鄭文燦市長來到楊梅，有3000多位鄉親特地到場支持。許多在現場的支持者與網路上的朋友，跟我說他們都是楊梅人，親眼見到楊梅的改變。這八年來，楊梅從不可能變成可能。 在國民黨執政時被忽略的楊梅，現在已經變成南桃園最好的生活圈。人口成長了，產業移入了，公共建設也越來越好；市府爭取興建楊梅校前路交流道、興建楊梅運動中心，楊梅第一個社宅也即將完工。 楊梅的大小建設越來越好，社福館、親子館，連學校也有更新。楊梅可以，桃園當然也可以，桃園在規劃中的建設不能中斷，進步的腳步絕對不能停下來。 桃園市這次的選舉，過程比較豐富一點，每個人都有不同的考量。但我對桃園隊有信心，我們有八年亮麗的執政成績，如何延續桃園的進化與發展，我相信桃園市民會做出最好的選擇。 時間會讓風雨過去、讓紛擾過去，最終會是堅持與韌性經得起考驗，而紛擾的時候，更是需要團結。 蔡英文總統地方行腳第一站就到楊梅，代表蔡總統對楊梅、對桃園非常的支持。我會打造出讓鄉親引以為傲的桃園，讓大家都能做個驕傲的桃園人。桃園要團結，要繼續運轉，進化成市民都幸福的城市。 #運轉桃園大進化,https://www.facebook.com/photo.php?fbid=616651036499117&set=a.254782089352682&type=3,,,Photos from 鄭運鵬 Cheng Yun-Peng's post,,,,,"7,199",2.19
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,88645,89049,2022-10-06 14:24:05 CST,2022-10-06,14:24:05,Photo,"7,190",6601,253,48,43,2,3,0,8,232,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/645497570281130,結束確診隔離之後，我跟鄭文燦市長又回到南北桃園跑透透、凝聚 #桃園隊 大團結的日子。 這陣子有許多桃園隊隊友的競選總部成立，我每次去他們的競選總部成立大會，都能看見現場擠滿熱情的民眾，動輒上千人，展現高昂的氣勢。 每一場活動，我都會收到很多市民朋友的支持與鼓勵。許多人跟我表示這八年來，桃園各地都發展得很好，希望我可以延續鄭文燦市長的施政規劃。 我請各位市民好朋友們放心，我會延續桃園這八年的優質政績成果；也拜託大家，讓我們這些優質的議員與議員候選人留在市議會，讓有能力、有成績的桃園隊，能夠繼續為大家服務。 很感謝議員們都熱情地與我合體，成立聯合後援會，在地方上遍地開花。各類社團的後援會、地區後援會，活動參與人數都是千人，甚至萬人起跳，非常感謝每一位願意到場支持的朋友。 我一直都相信，選戰可以是正面、歡樂，充滿創意能量，帶給市民朋友不一樣的感受，我們桃園隊做到了！讓我們繼續努力，讓桃園隊全部全壘打，一起達成大進化！ #運轉桃園大進化,https://www.facebook.com/photo.php?fbid=645495293614691&set=a.254782076019350&type=3,,,Photos from 鄭運鵬 Cheng Yun-Peng's post,,,,,"7,190",2.19
鄭運鵬 Cheng Yun-Peng,nicepongpong,100044626770324,POLITICIAN,TW,"鄭運鵬服務處：
1、國會：02-23586666
2、桃園：03-3357255，自強路224號
3、龜山：03-3509005，萬壽路二段1050號
4、蘆竹：03-3221955，光明路二段233號",2015-10-05 03:47:30,80901,81364,2022-09-26 13:08:06 CST,2022-09-26,13:08:06,Photo,"7,116",5445,227,54,21,0,1223,0,3,143,,-,0,0,0,N/A,https://www.facebook.com/100044626770324/posts/637214377776116,因為快篩陽性，我最近都在居家照護隔離，只能用這樣的方式來跟大家見面，但我看大家好像都蠻喜歡的。 感謝立法委員湯蕙禎、議員候選人魏筠在台上的扶持，也謝謝黃世杰總幹事貢獻一張我的背殺照。 不知道蔡英文 Tsai Ing-wen總統跟鄭文燦市長有沒有覺得驚喜💪 #運轉桃園大進化,https://www.facebook.com/photo.php?fbid=637211261109761&set=a.254782076019350&type=3,,,Photos from 鄭運鵬 Cheng Yun-Peng's post,,,,,"7,116",2.16
